Approved.symbol	Previous.symbols	Alias.symbols	NCBI.Gene.ID	Ensembl.gene.ID
NEUROG1	NEUROD3	AKA, Math4C, ngn1, bHLHa6	4762	ENSG00000181965
NEUROG2	NA	Atoh4, Math4A, ngn-2, bHLHa8, NGN2	63973	ENSG00000178403
NEUROG2-AS1	NA	NA	105377372	ENSG00000249509
NEUROG3	NA	Atoh5, Math4B, ngn3, bHLHa7	50674	ENSG00000122859
NEXMIF	KIAA2022	XPN, MRX98, KIDLIA	340533	ENSG00000050030
NEXN	NA	nexilin, NELIN	91624	ENSG00000162614
NEXN-AS1	C1orf118	FLJ90637	374987	ENSG00000235927
NF1	NA	NA	4763	ENSG00000196712
NF1L3	NA	NA	NA	NA
NF1P1	NA	NF1HHS	100419006	ENSG00000270831
NF1P2	NA	NA	440225	ENSG00000258997
NF1P3	NF1L1	NA	4764	ENSG00000183249
NF1P4	NF1L4	NA	100419029	ENSG00000258027
NF1P5	NF1L5	NA	4768	ENSG00000175319
NF1P6	NF1L6	Em:AP000532.C22.1	644637	ENSG00000224435
NF1P7	NF1L7	NA	100158257	ENSG00000278143
NF1P8	NF1L2	NA	401007	ENSG00000236956
NF1P9	NA	NA	101930150	ENSG00000281347
NF1P10	NA	NA	NA	ENSG00000277529
NF1P11	NA	NA	NA	ENSG00000278184
NF1P12	NA	NA	100418983	ENSG00000258360
NF2	NA	merlin, ACN, SCH, BANF	4771	ENSG00000186575
NFAM1	NA	CNAIP	150372	ENSG00000235568
NFASC	NA	NRCAML, KIAA0756, FLJ46866, NF	23114	ENSG00000163531
NFAT5	NA	TONEBP, KIAA0827, NFATL1, OREBP, NFATZ, NF-AT5	10725	ENSG00000102908
NFATC1	NA	NF-ATC, NFATc, NFAT2	4772	ENSG00000131196
NFATC2	NA	NF-ATP, NFATp, NFAT1	4773	ENSG00000101096
NFATC2IP	NA	FLJ14639, NIP45, RAD60, ESC2	84901	ENSG00000176953
NFATC3	NA	NFAT4, NFATX	4775	ENSG00000072736
NFATC4	NA	NFAT3	4776	ENSG00000100968
NFATC5	NA	NA	NA	NA
NFE2	NA	NF-E2	4778	ENSG00000123405
NFE2L1	TCF11	NRF1, LCR-F1, FLJ00380	4779	ENSG00000082641
NFE2L1-DT	NA	NA	NA	ENSG00000263412
NFE2L2	NA	NRF2	4780	ENSG00000116044
NFE2L3	NA	Nrf3	9603	ENSG00000050344
NFE2L3P1	NA	NA	642996	ENSG00000267497
NFE2L3P2	NA	NA	100272146	NA
NFE4	NA	NF-E4	58160	ENSG00000230257
NFIA	NA	NFI-L, KIAA1439	4774	ENSG00000162599
NFIA-AS1	NA	RP5-833A20.1	645030	ENSG00000237853
NFIA-AS2	NA	NA	100996570	ENSG00000237928
NFIB	NA	NFI-RED, NFIB2, NFIB3	4781	ENSG00000147862
NFIC	NFI	CTF, NF-I, CTF5	4782	ENSG00000141905
NFIL3	IL3BP1	E4BP4, NFIL3A, NF-IL3A	4783	ENSG00000165030
NFILZ	LINC01862	NA	105372267	ENSG00000268480
NFIX	NA	NF1A	4784	ENSG00000008441
NFIXL1	NA	NA	NA	NA
NFIXL2	NA	NA	NA	NA
NFIXL3	NA	NA	NA	NA
NFIXL4	NA	NA	NA	NA
NFIXL5	NA	NA	NA	NA
NFKB1	NA	KBF1, p105, NFKB-p50, p50, NF-kappaB, NFkappaB, NF-kB1	4790	ENSG00000109320
NFKB2	NA	LYT-10, p52, p105, NF-kB2, p49/p100	4791	ENSG00000077150
NFKB3~withdrawn	NA	NA	NA	NA
NFKBIA	NFKBI	IKBA, MAD-3, IkappaBalpha	4792	ENSG00000100906
NFKBIB	NA	IKBB, TRIP9	4793	ENSG00000104825
NFKBID	NA	TA-NFKBH, IkappaBNS, IkBNS	84807	ENSG00000167604
NFKBIE	NA	IKBE	4794	ENSG00000146232
NFKBIL1	NFKBIL	IKBL	4795	ENSG00000204498
NFKBIZ	NA	MAIL, FLJ34463, INAP	64332	ENSG00000144802
NFRKB	NA	DKFZp547B2013, INO80G	4798	ENSG00000170322
NFS1	NA	NifS, IscS	9054	ENSG00000244005
NFU1	HIRIP5	CGI-33, NifU, NIFUC	27247	ENSG00000169599
NFU1P1	NA	NA	100132681	ENSG00000230757
NFU1P2	NA	NA	100132699	ENSG00000233557
NFX1	NA	NFX2, MGC20369, Tex42, TEG-42	NA	ENSG00000086102
NFXL1	NA	HOZFP	152518	ENSG00000170448
NFYA	NA	HAP2, CBF-B, NF-YA	4800	ENSG00000001167
NFYAP1	NFYAP	NA	100130677	ENSG00000237849
NFYB	NA	CBF-A, HAP3, NF-YB	4801	ENSG00000120837
NFYBP1	NA	NA	440973	ENSG00000214380
NFYC	NA	CBF-C, NF-YC	4802	ENSG00000066136
NFYC-AS1	NA	0808y08y	100130557	ENSG00000272145
NFYCP1	NA	NA	100128345	ENSG00000233880
NFYCP2	NA	NA	494127	ENSG00000224887
NGB	NA	NA	58157	ENSG00000165553
NGDN	C14orf120	DKFZP564O092, LCP5, lpd-2, NGD, CANu1	25983	ENSG00000129460
NGEF	NA	ARHGEF27	25791	ENSG00000066248
NGF	NGFB	NA	4803	ENSG00000134259
NGF-AS1	NA	RP4-663N10.1	NA	ENSG00000228035
NGFR	NA	TNFRSF16, CD271, p75NTR	4804	ENSG00000064300
NGL~withdrawn	NA	NA	NA	NA
NGLY1	NA	FLJ11005, PNG1, PNG-1	55768	ENSG00000151092
NGRN	NA	DSC92	51335	ENSG00000182768
NHCP1	NA	NA	NA	NA
NHCP2	NA	NA	NA	NA
NHE1~withdrawn	NA	NA	NA	NA
NHE2~withdrawn	NA	NA	NA	NA
NHE3~withdrawn	NA	NA	NA	NA
NHE3P~withdrawn	NA	NA	NA	NA
NHEJ1	NA	Cernunnos, XLF, FLJ12610	79840	ENSG00000187736
NHLH1	HEN1	NSCL, NSCL1, bHLHa35	4807	ENSG00000171786
NHLH2	HEN2	NSCL2, bHLHa34	4808	ENSG00000177551
NHLRC1	NA	bA204B7.2, EPM2B	378884	ENSG00000187566
NHLRC2	NA	FLJ25621, FLJ20147, FLJ33312, MGC45492, DKFZp779F115	374354	ENSG00000196865
NHLRC3	NA	NA	387921	ENSG00000188811
NHLRC4	NA	NA	283948	ENSG00000257108
NHP2	NOLA2	FLJ20479	55651	ENSG00000145912
NHP2P1	NOLA2P1	bA360G10.4	414200	ENSG00000105988
NHP2P2	NA	TCAG_30283	442290	ENSG00000213786
NHS	NA	NA	4810	ENSG00000188158
NHS-AS1	NA	NA	NA	ENSG00000230020
NHSL1	C6orf63	bA43P8.1, KIAA1357	57224	ENSG00000135540
NHSL2	NA	NA	340527	ENSG00000204131
NIBAN1	C1orf24, FAM129A	NIBAN, GIG39	116496	ENSG00000135842
NIBAN2	C9orf88, FAM129B	DKFZP434H0820, FLJ13518, FLJ22151, FLJ22298, bA356B19.6, MINERVA	64855	ENSG00000136830
NIBAN3	FAM129C	FLJ39802, BCNP1	199786	ENSG00000167483
NICN1	NA	MGC12936	84276	ENSG00000145029
NICN1-AS1	NA	NA	NA	NA
NICN2P	NA	NA	171176	ENSG00000237623
NID1	NID	entactin	4811	ENSG00000116962
NID2	NA	NA	22795	ENSG00000087303
NIDDM1	NA	NA	NA	NA
NIDDM2	NA	NA	NA	NA
NIF3L1	ALS2CR1	CALS-7, MDS015	60491	ENSG00000196290
NIFK	MKI67IP	Nopp34, hNIFK	84365	ENSG00000155438
NIFK-AS1	NA	NA	254128	ENSG00000236859
NIFKP1	MKI67IPP1	NA	401825	ENSG00000214434
NIFKP2	MKI67IPP2	NA	645398	ENSG00000251122
NIFKP3	MKI67IPP3	NA	100270648	ENSG00000256331
NIFKP4	MKI67IPP4	NA	100128707	ENSG00000261205
NIFKP5	MKI67IPP5	NA	100128397	NA
NIFKP6	MKI67IPP6	NA	100132796	ENSG00000268144
NIFKP7	MKI67IPP7	NA	NA	ENSG00000251590
NIFKP8	MKI67IPP8	NA	642907	ENSG00000259449
NIFKP9	MKI67IPP9	NA	NA	ENSG00000237630
NIM1K	NA	MGC42105, NIM1	167359	ENSG00000177453
NIN	NA	NA	51199	ENSG00000100503
NINJ1	NA	NIN1	4814	ENSG00000131669
NINJ2	NA	NA	4815	ENSG00000171840
NINJ2-AS1	NA	NA	100049716	ENSG00000177406
NINL	NA	KIAA0980, NLP	22981	ENSG00000101004
NIP1L	NA	NA	NA	NA
NIP7	NA	CGI-37, FLJ10296, HSPC031, KD93	51388	ENSG00000132603
NIP7P1	NA	NA	389997	ENSG00000232805
NIP7P2	NA	NA	646392	ENSG00000213264
NIP7P3	NA	NA	100421245	ENSG00000218428
NIPA1	SPG6	MGC35570, SLC57A1	123606	ENSG00000170113
NIPA2	NA	SLC57A2	81614	ENSG00000140157
NIPA2P1	NA	NA	100132321	ENSG00000225843
NIPA2P2	NA	NA	100130204	ENSG00000241022
NIPA2P3	NA	NA	100128057	ENSG00000271486
NIPA2P4	NA	NA	100421776	ENSG00000254151
NIPA2P5	NA	NA	100874488	ENSG00000236277
NIPAL1	NPAL1	DKFZp686A06115	152519	ENSG00000163293
NIPAL2	NPAL2	FLJ13955	79815	ENSG00000104361
NIPAL3	NPAL3	DJ462O23.2	57185	ENSG00000001461
NIPAL4	NA	ICHYN	348938	ENSG00000172548
NIPBL	NA	IDN3, DKFZp434L1319, FLJ11203, FLJ12597, FLJ13354, FLJ13648, Scc2	25836	ENSG00000164190
NIPBL-DT	NIPBL-AS1	NIPBL-AS	646719	NA
NIPSNAP1	NA	NA	8508	ENSG00000184117
NIPSNAP2	GBAS	NA	2631	ENSG00000146729
NIPSNAP3A	NA	DKFZp564D177, FLJ13953, HSPC299, MGC14553	25934	ENSG00000136783
NIPSNAP3B	NA	FLJ11275	55335	ENSG00000165028
NISCH	NA	KIAA0975, I-1, IRAS	11188	ENSG00000010322
NIT1	NA	NA	4817	ENSG00000158793
NIT2	NA	NA	56954	ENSG00000114021
NKAIN1	FAM77C	FLJ12650	79570	ENSG00000084628
NKAIN1P1	NA	NA	100462647	ENSG00000242943
NKAIN1P2	NA	NA	100462648	ENSG00000271627
NKAIN2	TCBA1	FAM77B	154215	ENSG00000188580
NKAIN3	FAM77D, NKAIN3-IT1	FLJ39630	286183	ENSG00000185942
NKAIN3-IT1~withdrawn	NA	LOC643763	NA	NA
NKAIN4	C20orf58	bA261N11.2, FAM77A	128414	ENSG00000101198
NKAP	NA	FLJ22626	79576	ENSG00000101882
NKAPD1	C11orf57	FLJ10726	55216	ENSG00000150776
NKAPL	C6orf194	bA424I5.1	222698	ENSG00000189134
NKAPP1	CXorf42	FLJ36576	158801	ENSG00000233382
NKD1	NA	NA	85407	ENSG00000140807
NKD2	NA	Naked2	85409	ENSG00000145506
NKG2~withdrawn	NA	NA	NA	NA
NKG7	NA	GIG1, GMP-17	4818	ENSG00000105374
NKILA	NA	NA	105416157	ENSG00000278709
NKIRAS1	NA	KBRAS1, kappaB-Ras1	28512	ENSG00000197885
NKIRAS2	NA	KBRAS2, DKFZP434N1526, kappaB-Ras2	28511	ENSG00000168256
NKPD1	NA	FLJ33600	284353	ENSG00000179846
NKR~withdrawn	NA	NA	NA	NA
NKRF	NA	ITBA4, NRF	55922	ENSG00000186416
NKS1	NA	EC-1	NA	NA
NKTR	NA	p104	4820	ENSG00000114857
NKX1-1	NA	HSPX153, SAX2	54729	ENSG00000235608
NKX1-2	C10orf121	bB238F13.2	390010	ENSG00000229544
NKX2-1	NKX2A, BCH, TITF1	TTF-1, TTF1	7080	ENSG00000136352
NKX2-1-AS1	NA	NA	100506237	ENSG00000253563
NKX2-2	NKX2B	NKX2.2	4821	ENSG00000125820
NKX2-2-AS1	NA	NKX2-2AS	NA	ENSG00000258197
NKX2-3	NKX2C	NKX2.3, CSX3, NKX4-3	159296	ENSG00000119919
NKX2-4	NKX2D	NKX2.4	644524	ENSG00000125816
NKX2-5	CSX, NKX2E	CSX1, NKX2.5, NKX4-1	NA	ENSG00000183072
NKX2-6	NA	CSX2, NKX4-2	137814	ENSG00000180053
NKX2-8	NKX2H	NKX2.8, Nkx2-9	26257	ENSG00000136327
NKX2A~withdrawn	NA	NA	NA	NA
NKX3-1	NKX3A	NKX3.1, BAPX2	4824	ENSG00000167034
NKX3-2	BAPX1	NKX3B, NKX3.2	579	ENSG00000109705
NKX6-1	NKX6A	Nkx6.1	4825	ENSG00000163623
NKX6-2	NA	NKX6B, GTX, NKX6.1	84504	ENSG00000148826
NKX6-3	NA	FLJ25169	157848	ENSG00000165066
NLE1	NLE	FLJ10458	54475	ENSG00000073536
NLGN1	NA	KIAA1070	22871	ENSG00000169760
NLGN1-AS1	NA	NA	NA	ENSG00000228213
NLGN2	NA	KIAA1366	57555	ENSG00000169992
NLGN3	NA	HNL3, KIAA1480, ASPGX1, AUTSX1	54413	ENSG00000196338
NLGN4X	NLGN4	KIAA1260, NLGN, HLNX	57502	ENSG00000146938
NLGN4Y	NA	KIAA0951	22829	ENSG00000165246
NLGN4Y-AS1	NLGN4YAS, NLGN4Y-AS	NA	100874056	ENSG00000228787
NLK	NA	NA	51701	ENSG00000087095
NLN	AGTBP	KIAA1226	57486	ENSG00000123213
NLRC3	NA	CLR16.2, FLJ00348, NOD3	197358	ENSG00000167984
NLRC4	CARD12	CLAN1, ipaf, CLANA, CLANB, CLANC, CLAND, CLR2.1, CLAN	58484	ENSG00000091106
NLRC5	NA	NOD27, CLR16.1, FLJ21709	84166	ENSG00000140853
NLRP1	NALP1, SLEV1	KIAA0926, DKFZp586O1822, CARD7, NAC, CLR17.1, DEFCAP, VAMAS1	22861	ENSG00000091592
NLRP2	NALP2	FLJ20510, PYPAF2, NBS1, PAN1, CLR19.9	55655	ENSG00000022556
NLRP2B	NLRP2P	NOD24, NALP2P, CLRX.1, POP4	286430	ENSG00000215174
NLRP3	C1orf7, CIAS1, DFNA34	AGTAVPRL, AII, AVP, FCAS, FCU, NALP3, PYPAF1, MWS, CLR1.1	114548	ENSG00000162711
NLRP3P1	NLRP3P	NOD13	347402	ENSG00000277883
NLRP4	NALP4	PYPAF4, FLJ32126, PAN2, RNH2, CLR19.5, CT58	147945	ENSG00000160505
NLRP5	NALP5	PYPAF8, MATER, PAN11, CLR19.8	126206	ENSG00000171487
NLRP6	NALP6	PYPAF5, PAN3, CLR11.4	171389	ENSG00000174885
NLRP7	NALP7	PYPAF3, NOD12, PAN7, CLR19.4	199713	ENSG00000167634
NLRP8	NALP8	NOD16, PAN4, CLR19.2	126205	ENSG00000179709
NLRP9	NALP9	NOD6, PAN12, CLR19.1	338321	ENSG00000185792
NLRP9P1	NLRP9P	NOD25	347933	ENSG00000256581
NLRP10	NALP10	NOD8, PAN5, Pynod, CLR11.1	338322	ENSG00000182261
NLRP11	NALP11	PYPAF6, NOD17, PAN10, CLR19.6	204801	ENSG00000179873
NLRP12	NALP12	RNO2, PYPAF7, Monarch1, PAN6, CLR19.3	91662	ENSG00000142405
NLRP13	NALP13	NOD14, PAN13, CLR19.7	126204	ENSG00000173572
NLRP14	NALP14	NOD5, GC-LRR, Nalp-iota, PAN8, CLR11.2	338323	ENSG00000158077
NLRX1	NA	NOD9, CLR11.3	79671	ENSG00000160703
NLVCF~withdrawn	NA	NA	NA	NA
NM	NA	NA	NA	NA
NMB	NA	MGC2277, MGC3936, MGC17211	4828	ENSG00000197696
NMBR	NA	BB1, BB1R	4829	ENSG00000135577
NMBR-AS1	NA	RP11-137J7.2	NA	ENSG00000236822
NMD3	NA	CGI-07	51068	ENSG00000169251
NMD3P1	NMD3P	NA	441238	ENSG00000226342
NMD3P2	NA	NA	100286929	ENSG00000231504
NMDAR1~withdrawn	NA	NA	NA	NA
NMDAR2A~withdrawn	NA	NA	NA	NA
NMDAR2B~withdrawn	NA	NA	NA	NA
NMDAR2C~withdrawn	NA	NA	NA	NA
NMDARA1~withdrawn	NA	NA	NA	NA
NME1	NA	NM23, NM23-H1, NDPKA	4830	ENSG00000239672
NME1-NME2	NA	NM23-LV, NMELV	654364	ENSG00000011052
NME1P1	NA	NA	NA	ENSG00000237175
NME2	NA	NM23-H2, NDPKB	4831	ENSG00000243678
NME2P1	NA	NA	283458	ENSG00000123009
NME2P2	NA	NA	100289315	ENSG00000224443
NME2P3	NA	NA	100288125	ENSG00000229338
NME3	NA	DR-nm23, NM23-H3, NDPKC	4832	ENSG00000103024
NME4	NA	nm23-H4, NM23H4, NDPKD	4833	ENSG00000103202
NME5	NA	nm23-H5, RSPH23	8382	ENSG00000112981
NME6	NA	NM23-H6, IPIA-ALPHA	10201	ENSG00000172113
NME7	NA	FLJ37194, NM23-H7, CFAP67	29922	ENSG00000143156
NME8	TXNDC3	CILD6, SPTRX2, NM23-H8	51314	ENSG00000086288
NME9	TXNDC6	TXL-2, NM23-H9	347736	ENSG00000181322
NMI	NA	NA	9111	ENSG00000123609
NMNAT1	LCA9	NMNAT, PNAT1	64802	ENSG00000173614
NMNAT1P1	NMNATP	NA	326607	ENSG00000259167
NMNAT1P2	NA	NA	100129160	ENSG00000225719
NMNAT1P3	NA	NA	391603	ENSG00000238077
NMNAT1P4	NA	NA	100132841	ENSG00000248745
NMNAT1P5	NA	NA	100129256	ENSG00000259573
NMNAT2	C1orf15	KIAA0479, PNAT2	23057	ENSG00000157064
NMNAT3	NA	PNAT3	349565	ENSG00000163864
NMOR1~withdrawn	NA	NA	NA	NA
NMRAL1	NA	FLJ25918, HSCARG, SDR48A1	57407	ENSG00000153406
NMRAL2P	NMRAL1P1	LOC344887	344887	ENSG00000171658
NMRK1	C9orf95	FLJ20559, NRK1, bA235O14.2	54981	ENSG00000106733
NMRK2	ITGB1BP3	MIBP, NRK2	27231	ENSG00000077009
NMS	NA	NA	129521	ENSG00000204640
NMT1	NA	NMT	4836	ENSG00000136448
NMT2	NA	NA	9397	ENSG00000152465
NMTRL-TAA1-1	TRNAL31	nmt-tRNA-Leu-TAA-1-1	100189325	NA
NMTRL-TAA2-1	TRNAL46P	nmt-tRNA-Leu-TAA-2-1	100189522	NA
NMTRL-TAA3-1	TRNAL45P	nmt-tRNA-Leu-TAA-3-1	100189520	NA
NMTRL-TAA4-1	TRNAL37	nmt-tRNA-Leu-TAA-4-1	100189377	NA
NMTRL-TAA5-1	TRNAL42P	nmt-tRNA-Leu-TAA-5-1	100189466	NA
NMTRL-TAA6-1	TRNAL41P	nmt-tRNA-Leu-TAA-6-1	100189456	NA
NMTRP-TGG1-1	TRNAP23P	nmt-tRNA-Pro-TGG-1-1	100189463	NA
NMTRQ-CTG1-1	TRNAQ38P	nmt-tRNA-Gln-CTG-1-1	100189461	NA
NMTRQ-TTG1-1	TRNAQ40P	nmt-tRNA-Gln-TTG-1-1	100189475	NA
NMTRQ-TTG2-1	TRNAQ48P	nmt-tRNA-Gln-TTG-2-1	100189516	NA
NMTRQ-TTG3-1	TRNAQ18	nmt-tRNA-Gln-TTG-3-1	100189215	NA
NMTRQ-TTG4-1	TRNAQ42P	nmt-tRNA-Gln-TTG-4-1	100189489	NA
NMTRQ-TTG5-1	TRNAQ31	nmt-tRNA-Gln-TTG-5-1	100189397	NA
NMTRQ-TTG6-1	TRNAQ47P	nmt-tRNA-Gln-TTG-6-1	100189510	NA
NMTRQ-TTG7-1	TRNAQ34P	nmt-tRNA-Gln-TTG-7-1	100189445	NA
NMTRQ-TTG8-1	TRNAQ35P	nmt-tRNA-Gln-TTG-8-1	100189448	NA
NMTRQ-TTG9-1	TRNAQ36P	nmt-tRNA-Gln-TTG-9-1	100189451	NA
NMTRQ-TTG10-1	TRNAQ50P	nmt-tRNA-Gln-TTG-10-1	100189524	NA
NMTRQ-TTG11-1	TRNAQ43P	nmt-tRNA-Gln-TTG-11-1	100189501	NA
NMTRQ-TTG12-1	TRNAQ41P	nmt-tRNA-Gln-TTG-12-1	100189478	ENSG00000242752
NMTRQ-TTG13-1	TRNAQ52P	nmt-tRNA-Gln-TTG-13-1	100189535	NA
NMTRQ-TTG14-1	TRNAQ9	nmt-tRNA-Gln-TTG-14-1	100189058	NA
NMTRQ-TTG15-1	TRNAQ54P	nmt-tRNA-Gln-TTG-15-1	100189540	NA
NMTRS-TGA1-1	TRNAS8	nmt-tRNA-Ser-TGA-1-1	100189055	NA
NMTRS-TGA2-1	TRNAS31P	nmt-tRNA-Ser-TGA-2-1	100189525	NA
NMTRS-TGA3-1	TRNAS30P	nmt-tRNA-Ser-TGA-3-1	100189512	ENSG00000241225
NMTRV-TAC1-1	TRNAV37P	nmt-tRNA-Val-TAC-1-1	100189513	NA
NMU	NA	NA	10874	ENSG00000109255
NMUR1	GPR66	GPC-R, FM-3, NMU1R	10316	ENSG00000171596
NMUR2	NMU2R	NA	56923	ENSG00000132911
NNAT	NA	Peg5	4826	ENSG00000053438
NNMT	NA	NA	4837	ENSG00000166741
NNO1	NA	NA	NA	NA
NNT	NA	NA	23530	ENSG00000112992
NNT-AS1	NA	RP11-159F24.1	100652772	ENSG00000248092
NOA1	C4orf14	MGC3232, hAtNOS1, hNOA1, MTG3	84273	ENSG00000084092
NOB1	PSMD8BP1	NOB1P, ART-4, MST158	28987	ENSG00000141101
NOBOX	NA	OG2, Og2x	135935	ENSG00000106410
NOC2L	NA	DKFZP564C186, NET7, NET15, NIR, PPP1R112	26155	ENSG00000188976
NOC2LP1	NA	NA	643276	ENSG00000213225
NOC2LP2	NA	NA	401010	ENSG00000217950
NOC3L	C10orf117	AD24, FLJ12820, FAD24	64318	ENSG00000173145
NOC4L	NA	MGC3162, NET49, UTP19, Noc4	79050	ENSG00000184967
NOCT	CCRN4L	CCR4L, Ccr4c, NOC	25819	ENSG00000151014
NOD1	CARD4	NLRC1, CLR7.1	10392	ENSG00000106100
NOD2	IBD1, CARD15	BLAU, CD, PSORAS1, CLR16.3, NLRC2	64127	ENSG00000167207
NODAL	NA	NA	4838	ENSG00000156574
NOG	SYNS1, SYM1	NA	9241	ENSG00000183691
NOL2	NA	NOP145	NA	NA
NOL3	NA	ARC, NOP30, MYP, CARD2	8996	ENSG00000140939
NOL4	NA	NOLP, HRIHFB2255, CT125	8715	ENSG00000101746
NOL4L	C20orf113, C20orf112	dJ1184F4.2, DKFZP566G1424, dJ1184F4.4	140688	ENSG00000197183
NOL4L-DT	NA	NA	149950	ENSG00000204393
NOL6	NA	bA311H10.1, Nrap, FLJ21959, MGC14896, MGC14921, MGC20838, UTP22	65083	ENSG00000165271
NOL7	C6orf90, PQBP3	NOP27, RARG-1, dJ223E5.2	51406	ENSG00000225921
NOL8	C9orf34	FLJ20736, Nop132	55035	ENSG00000198000
NOL8P1	NA	NA	402191	ENSG00000248327
NOL9	NA	FLJ23323, NET6, Grc3	79707	ENSG00000162408
NOL10	PQBP5	FLJ14075	79954	ENSG00000115761
NOL11	NA	DKFZP586L0724	25926	ENSG00000130935
NOL12	NA	MGC3731, Nop25, RRP17	79159	ENSG00000273899
NOLC1	NA	P130, KIAA0035, NOPP140, NOPP130, Srp40	9221	ENSG00000166197
NOLC1P1	NA	NA	392426	ENSG00000225271
NOM1	C7orf3	SGD1, PPP1R113	64434	ENSG00000146909
NOMO1	NA	PM5	23420	ENSG00000103512
NOMO2	NA	NOMO, PM5	283820	ENSG00000185164
NOMO3	NA	NA	408050	ENSG00000103226
NONO	NA	NRB54, NMT55, P54NRB, P54, PPP1R114	4841	ENSG00000147140
NONOP1	NA	NA	644035	NA
NONOP2	NA	NA	100271700	ENSG00000237522
NOP2	NOL1	NOP120, NSUN1, p120	4839	ENSG00000111641
NOP9	C14orf21	NA	161424	ENSG00000196943
NOP10	NOLA3	NOP10P, MGC70651	55505	ENSG00000182117
NOP14	C4orf9, NOL14	RES4-25, UTP2	8602	ENSG00000087269
NOP14-AS1	C4orf10	RES4-24	317648	ENSG00000249673
NOP16	NA	HSPC111, HSPC185, LOC51491	51491	ENSG00000048162
NOP53	GLTSCR2	PICT-1, PICT1	29997	ENSG00000105373
NOP53-AS1	GLTSCR2-AS1	NA	NA	ENSG00000269656
NOP56	NOL5A	SCA36	10528	ENSG00000101361
NOP56P1	NOL5B, NOL5BP	NOP56-L, dJ207F6.1	646192	ENSG00000235559
NOP56P2	NA	NA	402360	ENSG00000226626
NOP56P3	NA	NA	NA	ENSG00000257956
NOP58	NA	NOP5, HSPC120	51602	ENSG00000055044
NORAD	LINC00657	NA	647979	ENSG00000260032
NOS1	NOS	nNOS	4842	ENSG00000089250
NOS1AP	NA	KIAA0464, CAPON	9722	ENSG00000198929
NOS2	NOS2A	iNOS, NOS, HEP-NOS	4843	ENSG00000007171
NOS2P1	NOS2C	NA	645740	ENSG00000265788
NOS2P2	NOS2B	NA	201288	ENSG00000167494
NOS2P3	NA	NA	339256	ENSG00000230528
NOS2P4	NA	NA	266619	ENSG00000264892
NOS3	NA	ECNOS, eNOS	4846	ENSG00000164867
NOSIP	NA	CGI-25	51070	ENSG00000142546
NOSTRIN	NA	MGC20702	115677	ENSG00000163072
NOT1~withdrawn	NA	NA	NA	NA
NOT2~withdrawn	NA	NA	NA	NA
NOT3~withdrawn	NA	NA	NA	NA
NOT4~withdrawn	NA	NA	NA	NA
NOTCH1	TAN1	NA	4851	ENSG00000148400
NOTCH2	NA	NA	4853	ENSG00000134250
NOTCH2NLA	NOTCH2NL	N2N	388677	ENSG00000264343
NOTCH2NLB	NA	NA	100996763	ENSG00000286019
NOTCH2NLC	NA	NA	100996717	ENSG00000286219
NOTCH2NLR	NA	NA	101929796	ENSG00000286106
NOTCH2P1	NA	NA	100420260	ENSG00000226446
NOTCH3	CADASIL	CASIL	4854	ENSG00000074181
NOTCH4	INT3	NA	4855	ENSG00000204301
NOTO	NA	NA	344022	ENSG00000214513
NOTUM	NA	NA	147111	ENSG00000185269
NOVA1	NA	NOVA-1	4857	ENSG00000139910
NOVA2	NOVA3	ANOVA, NOVA-2	4858	ENSG00000104967
NOVA3~withdrawn	NA	NA	NA	NA
NOX1	NA	NOH1, NOH-1, MOX1, GP91-2	27035	ENSG00000007952
NOX3	NA	GP91-3	50508	ENSG00000074771
NOX4	NA	KOX-1, KOX	50507	ENSG00000086991
NOX5	NA	NOX5A, NOX5B	79400	ENSG00000255346
NOXA1	SDCCAG31	NY-CO-31, FLJ25475	10811	ENSG00000188747
NOXO1	NA	P41NOXA, P41NOXB, P41NOXC, SH3PXD5, SNX28	NA	ENSG00000196408
NOXRED1	C14orf148	FLJ32809	122945	ENSG00000165555
NPAP1	C15orf2	NA	23742	ENSG00000185823
NPAP1L	NA	NA	729159	ENSG00000278499
NPAP1P1	NA	NA	100420827	NA
NPAP1P2	NA	NA	100420829	ENSG00000214695
NPAP1P3	NA	NA	100420830	ENSG00000237740
NPAP1P4	NA	NA	100533674	ENSG00000236521
NPAP1P5	NA	NA	100420671	NA
NPAP1P6	NA	NA	100533675	ENSG00000238002
NPAP1P7	NA	NA	NA	ENSG00000277357
NPAP1P8	NA	NA	100420670	NA
NPAP60L~withdrawn	NA	NA	NA	NA
NPAS1	NA	MOP5, PASD5, bHLHe11	4861	ENSG00000130751
NPAS2	NA	MOP4, PASD4, bHLHe9	4862	ENSG00000170485
NPAS2-AS1	NA	NA	101927142	ENSG00000230140
NPAS3	NA	MOP6, PASD6, bHLHe12	64067	ENSG00000151322
NPAS4	NA	PASD10, NXF, Le-PAS, bHLHe79	266743	ENSG00000174576
NPAT	NA	E14, p220	4863	ENSG00000149308
NPB	NA	PPL7, PPNPB	256933	ENSG00000183979
NPBWR1	GPR7	NA	2831	ENSG00000183729
NPBWR2	GPR8	NA	2832	ENSG00000125522
NPC1	NA	SLC65A1	4864	ENSG00000141458
NPC1L1	NA	SLC65A2	29881	ENSG00000015520
NPC2	NA	HE1, NP-C2, EDDM1	10577	ENSG00000119655
NPCDR1	NA	NPCR	NA	NA
